File,Original_Tier_Name,New_Tier_Name
ABT3-AA1_RZ1_interview01-A.eaf,A_Translation-gls-en,ft@AA1
ABT3-AA1_RZ1_interview01-A.eaf,B_Translation-gls-en,ft@RZ1
ABT3-AA1_RZ1_interview01-A.eaf,A_morph-gls-en-cp,gl@AA1
ABT3-AA1_RZ1_interview01-A.eaf,B_morph-gls-en-cp,gl@RZ1
ABT3-AA1_RZ1_interview01-A.eaf,A_morph-txt-nsm-cp,mb@AA1
ABT3-AA1_RZ1_interview01-A.eaf,B_morph-txt-nsm-cp,mb@RZ1
ABT3-AA1_RZ1_interview01-A.eaf,A_word-pos-en-cp,ps@AA1
ABT3-AA1_RZ1_interview01-A.eaf,B_word-pos-en-cp,ps@RZ1
ABT3-AA1_RZ1_interview01-A.eaf,A_Transcribe-txt-nsm,tx@AA1
ABT3-AA1_RZ1_interview01-A.eaf,B_Transcribe-txt-nsm,tx@RZ1
ABT3-AA1_RZ1_interview01-A.eaf,A_Words-txt-nsm,wd@AA1
ABT3-AA1_RZ1_interview01-A.eaf,B_Words-txt-nsm,wd@RZ1
ABT3-AA1_RZ1_interview02-A.eaf,A_Translation-gls-en,ft@AA1
ABT3-AA1_RZ1_interview02-A.eaf,B_Translation-gls-en,ft@RZ1
ABT3-AA1_RZ1_interview02-A.eaf,A_morph-gls-en-cp,gl@AA1
ABT3-AA1_RZ1_interview02-A.eaf,B_morph-gls-en-cp,gl@RZ1
ABT3-AA1_RZ1_interview02-A.eaf,A_morph-txt-nsm-cp,mb@AA1
ABT3-AA1_RZ1_interview02-A.eaf,B_morph-txt-nsm-cp,mb@RZ1
ABT3-AA1_RZ1_interview02-A.eaf,A_word-pos-en-cp,ps@AA1
ABT3-AA1_RZ1_interview02-A.eaf,B_word-pos-en-cp,ps@RZ1
ABT3-AA1_RZ1_interview02-A.eaf,A_Transcribe-txt-nsm,tx@AA1
ABT3-AA1_RZ1_interview02-A.eaf,B_Transcribe-txt-nsm,tx@RZ1
ABT3-AA1_RZ1_interview02-A.eaf,A_Words-txt-nsm,wd@AA1
ABT3-AA1_RZ1_interview02-A.eaf,B_Words-txt-nsm,wd@RZ1
ABT3-AA1_RZ1_interview03-A.eaf,A_Translation-gls-en,ft@AA1
ABT3-AA1_RZ1_interview03-A.eaf,B_Translation-gls-en,ft@RZ1
ABT3-AA1_RZ1_interview03-A.eaf,A_morph-gls-en-cp,gl@AA1
ABT3-AA1_RZ1_interview03-A.eaf,B_morph-gls-en-cp,gl@RZ1
ABT3-AA1_RZ1_interview03-A.eaf,A_morph-txt-nsm-cp,mb@AA1
ABT3-AA1_RZ1_interview03-A.eaf,B_morph-txt-nsm-cp,mb@RZ1
ABT3-AA1_RZ1_interview03-A.eaf,A_word-pos-en-cp,ps@AA1
ABT3-AA1_RZ1_interview03-A.eaf,B_word-pos-en-cp,ps@RZ1
ABT3-AA1_RZ1_interview03-A.eaf,A_Transcribe-txt-nsm,tx@AA1
ABT3-AA1_RZ1_interview03-A.eaf,B_Transcribe-txt-nsm,tx@RZ1
ABT3-AA1_RZ1_interview03-A.eaf,A_Words-txt-nsm,wd@AA1
ABT3-AA1_RZ1_interview03-A.eaf,B_Words-txt-nsm,wd@RZ1
ABT3-AA1_RZ1_pearstory01-A.eaf,A_Translation-gls-en,ft@AA1
ABT3-AA1_RZ1_pearstory01-A.eaf,B_Translation-gls-en,ft@RZ1
ABT3-AA1_RZ1_pearstory01-A.eaf,A_morph-gls-en-cp,gl@AA1
ABT3-AA1_RZ1_pearstory01-A.eaf,B_morph-gls-en-cp,gl@RZ1
ABT3-AA1_RZ1_pearstory01-A.eaf,A_morph-txt-nsm-cp,mb@AA1
