id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T001,UUM-TXT-AN-00000-A01,A01,24,certain,m,2015-12,certain,traditional narrative,na,all,English,good,none,54,no
T002,UUM-TXT-AN-00000-A02,A02,63,certain,f,2015-12,certain,traditional narrative,na,all,English,medium,punctual,46,no
T003,UUM-TXT-AN-00000-A03,A03,69,certain,m,2015-12,certain,traditional narrative,na,all,English,medium,punctual,48,no
T004,UUM-TXT-AN-00000-A04,A04,34,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,93,no
T005,UUM-TXT-AN-00000-A05,A05,81,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,72,no
T006,UUM-TXT-AN-00000-A06,A06,79,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,140,no
T007,UUM-TXT-AN-00000-A07,A07,46,certain,f,2015-12,certain,traditional narrative,na,all,English,good,punctual,90,no
T008,UUM-TXT-AN-00000-A08,A08,27,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,75,no
T009,UUM-TXT-AN-00000-A09,A09,83,certain,f,2015-12,certain,traditional narrative,na,all,English,good,punctual,131,no
T010,UUM-TXT-AN-00000-A10,A10,19,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,129,no
T011,UUM-TXT-AN-00000-A11,A11,74,certain,m,2015-12,certain,traditional narrative,na,all,English,medium,punctual,78,no
T012,UUM-TXT-AN-00000-A12,A12,67,certain,f,2015-12,certain,traditional narrative,na,all,English,good,punctual,176,no
T013,UUM-TXT-AN-00000-A13,A13,41,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,105,no
T014,UUM-TXT-AN-00000-A14,A14,17,certain,f,2015-12,certain,traditional narrative,na,all,English,good,constant,163,no
T015,UUM-TXT-AN-00000-A15,A15,18,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,87,no
T016,UUM-TXT-AN-00000-A16,A16,47,certain,m,2015-12,certain,traditional narrative,na,all,English,good,constant,166,no
T017,UUM-TXT-AN-00000-B01,B01,52,certain,f,2015,approximate,traditional narrative,na,all,English,good,none,107,no
T018,UUM-TXT-AN-00000-B02,B02,61,certain,m,2015,approximate,traditional narrative,na,all,English,good,punctual,71,no
T019,UUM-TXT-AN-00000-B03,B03,21,certain,f,2015,approximate,traditional narrative,na,all,English,good,none,69,no
T020,UUM-TXT-AN-00000-B04,B04,29,certain,f,2015,approximate,traditional narrative,na,all,English,medium,none,50,no
T022,UUM-TXT-AN-00000-B06,B06,30,certain,f,2015,approximate,traditional narrative,na,all,English,medium,punctual,51,no
T023,UUM-TXT-AN-00000-B07,B07,78,certain,f,2015,approximate,traditional narrative,na,all,English,medium,none,54,no
T024,UUM-TXT-AN-00000-B08,B08,39,certain,f,2015,approximate,traditional narrative,na,all,English,good,none,44,no
T026,UUM-TXT-AN-00000-B10,B10,51,certain,m,2015,approximate,traditional narrative,na,all,English,good,constant,46,no
T027,UUM-TXT-AN-00000-B11,B11,51,certain,f,2015,approximate,traditional narrative,na,all,English,good,punctual,58,no
T028,UUM-TXT-AN-00000-B12,B12,67,certain,f,2015,approximate,traditional narrative,na,all,English,good,none,53,no
T029,UUM-TXT-AN-00000-B13,B13,33,certain,m,2015,approximate,traditional narrative,na,all,English,medium,punctual,32,no
T030,UUM-TXT-AN-00000-B14,B14,50,certain,f,2015,approximate,traditional narrative,na,all,English,good,punctual,60,no
T032,UUM-TXT-AN-00000-B16,B16,51,certain,f,2015,approximate,traditional narrative,na,all,English,good,none,18,no
T034,UUM-TXT-CL-00000-A02,A02,63,certain,f,2015-12,certain,personal narrative,na,all,English,medium,punctual,30,no
T035,UUM-TXT-CL-00000-A03,A03,69,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,41,no
T036,UUM-TXT-CL-00000-A04,A04,34,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,19,no
T037,UUM-TXT-CL-00000-A05,A05,81,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,15,no
T039,UUM-TXT-CL-00000-A07,A07,46,certain,f,2015-12,certain,traditional narrative,na,all,English,good,punctual,28,no
T042,UUM-TXT-CL-00000-A10,A10,19,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,16,no
T052,UUM-TXT-CL-00000-B03,B03,21,certain,f,2015,approximate,traditional narrative,na,all,English,good,punctual,21,no
T065,UUM-TXT-CL-00000-B16,B16,51,certain,f,2015,approximate,personal narrative,na,all,English,good,punctual,6,no
T066,UUM-TXT-FE-00000-A01,A01,24,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,74,no
T067,UUM-TXT-FE-00000-A02,A02,63,certain,f,2015-12,certain,traditional narrative,na,all,English,good,punctual,43,no
T068,UUM-TXT-FE-00000-A03,A03,69,certain,m,2015-12,certain,traditional narrative,na,all,English,medium,punctual,76,no
T069,UUM-TXT-FE-00000-A04,A04,34,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,104,no
T070,UUM-TXT-FE-00000-A05,A05,81,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,101,no
