id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T071,UUM-TXT-FE-00000-A06,A06,79,certain,m,2015-12,certain,traditional narrative,na,all,English,good,none,63,no
T072,UUM-TXT-FE-00000-A07,A07,46,certain,f,2015-12,certain,traditional narrative,na,all,English,good,punctual,87,no
T073,UUM-TXT-FE-00000-A08,A08,27,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,99,no
T074,UUM-TXT-FE-00000-A09,A09,83,certain,f,2015-12,certain,traditional narrative,na,all,English,good,punctual,105,no
T075,UUM-TXT-FE-00000-A10,A10,19,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,84,no
T076,UUM-TXT-FE-00000-A11,A11,74,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,88,no
T077,UUM-TXT-FE-00000-A12,A12,67,certain,f,2015-12,certain,traditional narrative,na,all,English,good,punctual,115,no
T078,UUM-TXT-FE-00000-A13,A13,41,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,142,no
T079,UUM-TXT-FE-00000-A14,A14,17,certain,f,2015-12,certain,traditional narrative,na,all,English,good,punctual,145,no
T080,UUM-TXT-FE-00000-A15,A15,18,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,108,no
T081,UUM-TXT-FE-00000-A16,A16,47,certain,m,2015-12,certain,traditional narrative,na,all,English,good,punctual,129,no
T082,UUM-TXT-FE-00000-B01,B01,52,certain,f,2015,approximate,traditional narrative,na,all,English,good,punctual,78,no
T083,UUM-TXT-FE-00000-B02,B02,61,certain,m,2015,approximate,traditional narrative,na,all,English,good,punctual,86,no
T084,UUM-TXT-FE-00000-B03,B03,21,certain,f,2015,approximate,traditional narrative,na,all,English,good,punctual,31,no
T085,UUM-TXT-FE-00000-B04,B04,29,certain,f,2015,approximate,traditional narrative,na,all,English,good,none,41,no
T087,UUM-TXT-FE-00000-B06,B06,30,certain,f,2015,approximate,traditional narrative,na,all,English,good,punctual,60,no
T088,UUM-TXT-FE-00000-B07,B07,78,certain,f,2015,approximate,traditional narrative,na,all,English,good,none,37,no
T089,UUM-TXT-FE-00000-B08,B08,39,certain,f,2015,approximate,traditional narrative,na,all,English,good,punctual,44,no
T091,UUM-TXT-FE-00000-B10,B10,51,certain,m,2015,approximate,traditional narrative,na,all,English,good,constant,44,no
T092,UUM-TXT-FE-00000-B11,B11,51,certain,f,2015,approximate,traditional narrative,na,all,English,good,punctual,38,no
T093,UUM-TXT-FE-00000-B12,B12,67,certain,f,2015,approximate,traditional narrative,na,all,English,good,none,42,no
T095,UUM-TXT-FE-00000-B14,B14,50,certain,f,2015,approximate,traditional narrative,na,all,English,medium,punctual,73,no
T097,UUM-TXT-FE-00000-B16,B16,51,certain,f,2015,approximate,traditional narrative,na,all,English,good,punctual,43,no
T098,UUM-TXT-FM-00000-A01,A01,24,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,72,no
T099,UUM-TXT-FM-00000-A02,A02,63,certain,f,2015-12,certain,personal narrative,na,all,English,medium,none,52,no
T100,UUM-TXT-FM-00000-A03,A03,69,certain,m,2015-12,certain,personal narrative,na,all,English,good,none,61,no
T101,UUM-TXT-FM-00000-A04,A04,34,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,87,no
T102,UUM-TXT-FM-00000-A05,A05,81,certain,m,2015-12,certain,personal narrative,na,all,English,good,none,105,no
T103,UUM-TXT-FM-00000-A06,A06,79,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,103,no
T104,UUM-TXT-FM-00000-A07,A07,46,certain,f,2015-12,certain,personal narrative,na,all,English,good,none,82,no
T105,UUM-TXT-FM-00000-A08,A08,27,certain,m,2015-12,certain,personal narrative,na,all,English,good,none,78,no
T106,UUM-TXT-FM-00000-A09,A09,83,certain,f,2015-12,certain,personal narrative,na,all,English,good,punctual,107,no
T107,UUM-TXT-FM-00000-A10,A10,19,certain,m,2015-12,certain,personal narrative,na,all,English,good,none,74,no
T108,UUM-TXT-FM-00000-A11,A11,74,certain,m,2015-12,certain,personal narrative,na,all,English,medium,none,132,no
T109,UUM-TXT-FM-00000-A12,A12,67,certain,f,2015-12,certain,personal narrative,na,all,English,medium,constant,164,no
T110,UUM-TXT-FM-00000-A13,A13,41,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,109,no
T111,UUM-TXT-FM-00000-A14,A14,17,certain,f,2015-12,certain,personal narrative,na,all,English,medium,punctual,115,no
T112,UUM-TXT-FM-00000-A15,A15,18,certain,m,2015-12,certain,personal narrative,na,all,English,medium,punctual,80,no
T113,UUM-TXT-FM-00000-A16,A16,47,certain,m,2015-12,certain,personal narrative,na,all,English,medium,constant,159,no
T114,UUM-TXT-FM-00000-B01,B01,52,certain,f,2015,approximate,personal narrative,na,all,English,medium,punctual,63,no
T115,UUM-TXT-FM-00000-B02,B02,61,certain,m,2015,approximate,personal narrative,na,all,English,good,none,65,no
T116,UUM-TXT-FM-00000-B03,B03,21,certain,f,2015,approximate,personal narrative,na,all,English,good,punctual,48,no
T117,UUM-TXT-FM-00000-B04,B04,29,certain,f,2015,approximate,personal narrative,na,all,English,good,none,56,no
T119,UUM-TXT-FM-00000-B06,B06,30,certain,f,2015,approximate,personal narrative,na,all,English,good,punctual,56,no
T120,UUM-TXT-FM-00000-B07,B07,78,certain,f,2015,approximate,personal narrative,na,all,English,good,none,43,no
T121,UUM-TXT-FM-00000-B08,B08,39,certain,f,2015,approximate,personal narrative,na,all,English,medium,none,62,no
T122,UUM-TXT-FM-00000-B09,B09,19,certain,f,2015,approximate,personal narrative,na,all,English,good,constant,34,no
T123,UUM-TXT-FM-00000-B10,B10,51,certain,m,2015,approximate,personal narrative,na,all,English,good,constant,57,no
T124,UUM-TXT-FM-00000-B11,B11,51,certain,f,2015,approximate,personal narrative,na,all,English,good,punctual,38,no
T125,UUM-TXT-FM-00000-B12,B12,67,certain,f,2015,approximate,personal narrative,na,all,English,good,none,42,no
T127,UUM-TXT-FM-00000-B14,B14,50,certain,f,2015,approximate,personal narrative,na,all,English,medium,none,85,no
T129,UUM-TXT-FM-00000-B16,B16,51,certain,f,2015,approximate,personal narrative,na,all,English,good,none,32,no
T135,UUM-TXT-LG-00000-A06,A06,79,certain,m,2015-12,certain,personal narrative,na,all,English,medium,none,86,no
T136,UUM-TXT-LG-00000-A07,A07,46,certain,f,2015-12,certain,personal narrative,na,all,English,good,none,74,no
T137,UUM-TXT-LG-00000-A08,A08,27,certain,m,2015-12,certain,personal narrative,na,all,English,good,none,92,no
T138,UUM-TXT-LG-00000-A09,A09,83,certain,f,2015-12,certain,personal narrative,na,all,English,good,punctual,101,no
T139,UUM-TXT-LG-00000-A10,A10,19,certain,m,2015-12,certain,personal narrative,na,all,English,good,none,79,no
T142,UUM-TXT-LG-00000-A13,A13,41,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,138,no
T145,UUM-TXT-LG-00000-A16,A16,47,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,191,no
T159,UUM-TXT-LG-00000-B14,B14,50,certain,f,2015,approximate,personal narrative,na,all,English,medium,punctual,76,no
T226,UUM-TXT-VL-00000-A01,A01,24,certain,m,2015-12,certain,personal narrative,na,all,English,good,none,72,no
T227,UUM-TXT-VL-00000-A02,A02,63,certain,f,2015-12,certain,personal narrative,na,all,English,good,constant,80,no
T228,UUM-TXT-VL-00000-A03,A03,69,certain,m,2015-12,certain,personal narrative,na,all,English,good,none,56,no
T229,UUM-TXT-VL-00000-A04,A04,34,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,105,no
T230,UUM-TXT-VL-00000-A05,A05,81,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,52,no
T231,UUM-TXT-VL-00000-A06,A06,79,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,70,no
T232,UUM-TXT-VL-00000-A07,A07,46,certain,f,2015-12,certain,personal narrative,na,all,English,good,none,133,no
T233,UUM-TXT-VL-00000-A08,A08,27,certain,m,2015-12,certain,personal narrative,na,all,English,good,none,84,no
T234,UUM-TXT-VL-00000-A09,A09,83,certain,f,2015-12,certain,personal narrative,na,all,English,good,punctual,88,no
T235,UUM-TXT-VL-00000-A10,A10,19,certain,m,2015-12,certain,personal narrative,na,all,English,good,punctual,64,no
T236,UUM-TXT-VL-00000-A11,A11,74,certain,m,2015-12,certain,personal narrative,na,all,English,good,none,121,no
T237,UUM-TXT-VL-00000-A12,A12,67,certain,f,2015-12,certain,personal narrative,na,all,English,good,none,120,no
T238,UUM-TXT-VL-00000-A13,A13,41,certain,m,2015-12,certain,personal narrative,na,all,English,bad,punctual,100,no
T239,UUM-TXT-VL-00000-A14,A14,17,certain,f,2015-12,certain,personal narrative,na,all,English,good,none,137,no
T240,UUM-TXT-VL-00000-A15,A15,18,certain,m,2015-12,certain,personal narrative,na,all,English,medium,punctual,66,no
T241,UUM-TXT-VL-00000-A16,A16,47,certain,m,2015-12,certain,personal narrative,na,all,English,good,constant,136,no
T242,UUM-TXT-VL-00000-B01,B01,52,certain,f,2015,approximate,personal narrative,na,all,English,good,none,68,no
T243,UUM-TXT-VL-00000-B02,B02,61,certain,m,2015,approximate,personal narrative,na,all,English,good,none,56,no
T244,UUM-TXT-VL-00000-B03,B03,21,certain,f,2015,approximate,personal narrative,na,all,English,good,punctual,53,no
T245,UUM-TXT-VL-00000-B04,B04,29,certain,f,2015,approximate,personal narrative,na,all,English,good,none,62,no
T247,UUM-TXT-VL-00000-B06,B06,30,certain,f,2015,approximate,personal narrative,na,all,English,good,punctual,57,no
T248,UUM-TXT-VL-00000-B07,B07,78,certain,f,2015,approximate,personal narrative,na,all,English,good,none,34,no
T249,UUM-TXT-VL-00000-B08,B08,39,certain,f,2015,approximate,personal narrative,na,all,English,good,none,54,no
T250,UUM-TXT-VL-00000-B09,B09,19,certain,f,2015,approximate,personal narrative,na,all,English,good,punctual,37,no
T251,UUM-TXT-VL-00000-B10,B10,51,certain,m,2015,approximate,personal narrative,na,all,English,good,constant,46,no
T252,UUM-TXT-VL-00000-B11,B11,51,certain,f,2015,approximate,personal narrative,na,all,English,good,none,40,no
T253,UUM-TXT-VL-00000-B12,B12,67,certain,f,2015,approximate,personal narrative,na,all,English,good,none,42,no
T254,UUM-TXT-VL-00000-B13,B13,33,certain,m,2015,approximate,personal narrative,na,all,English,medium,none,29,no
T255,UUM-TXT-VL-00000-B14,B14,50,certain,f,2015,approximate,personal narrative,na,all,English,medium,none,119,no
T257,UUM-TXT-VL-00000-B16,B16,51,certain,f,2015,approximate,personal narrative,na,all,English,good,none,34,no
T021,UUM-TXT-AN-00000-B05,B05,23,certain,m,2015,na,traditional narrative,na,all,English,medium,none,66,yes
T025,UUM-TXT-AN-00000-B09,B09,19,certain,f,2015,na,traditional narrative,na,all,English,good,punctual,87,yes
T031,UUM-TXT-AN-00000-B15,B15,29,certain,f,2015,na,traditional narrative,na,all,English,medium,none,37,yes
T033,UUM-TXT-CL-00000-A01,A01,24,certain,m,2015,na,traditional narrative,na,all,English,good,none,11,yes
T040,UUM-TXT-CL-00000-A08,A08,27,certain,m,2015,na,traditional narrative,na,all,English,good,none,11,yes
T043,UUM-TXT-CL-00000-A11,A11,74,certain,m,2015,na,traditional narrative,na,all,English,good,none,25,yes
T047,UUM-TXT-CL-00000-A15,A15,18,certain,m,2015,na,traditional narrative,na,all,English,good,none,26,yes
T048,UUM-TXT-CL-00000-A16-2,A16,47,certain,m,2015,na,traditional narrative,na,all,English,good,none,21,yes
T049,UUM-TXT-CL-00000-A16,A16,47,certain,m,2015,na,traditional narrative,na,all,English,good,none,9,yes
T057,UUM-TXT-CL-00000-B08,B08,39,certain,f,2015,na,traditional narrative,na,all,English,good,none,12,yes
T058,UUM-TXT-CL-00000-B09,B09,19,certain,f,2015,na,traditional narrative,na,all,English,medium,none,12,yes
T059,UUM-TXT-CL-00000-B10,B10,51,certain,m,2015,na,traditional narrative,na,all,English,good,constant,11,yes
T060,UUM-TXT-CL-00000-B11,B11,51,certain,f,2015,na,traditional narrative,na,all,English,good,none,11,yes
T061,UUM-TXT-CL-00000-B12,B12,67,certain,f,2015,na,traditional narrative,na,all,English,good,none,12,yes
T062,UUM-TXT-CL-00000-B13,B13,33,certain,m,2015,na,traditional narrative,na,all,English,medium,none,13,yes
T063,UUM-TXT-CL-00000-B14,B14,50,certain,f,2015,na,traditional narrative,na,all,English,good,none,22,yes
T064,UUM-TXT-CL-00000-B15,B15,29,certain,f,2015,na,personal narrative,na,all,English,medium,none,22,yes
T086,UUM-TXT-FE-00000-B05,B05,23,certain,m,2015,na,traditional narrative,na,all,English,medium,none,59,yes
T090,UUM-TXT-FE-00000-B09,B09,19,certain,f,2015,na,traditional narrative,na,all,English,good,punctual,46,yes
T094,UUM-TXT-FE-00000-B13,B13,33,certain,m,2015,na,traditional narrative,na,all,English,medium,none,45,yes
T096,UUM-TXT-FE-00000-B15,B15,29,certain,f,2015,na,traditional narrative,na,all,English,medium,none,42,yes
T118,UUM-TXT-FM-00000-B05,B05,23,certain,m,2015,na,personal narrative,na,all,English,medium,none,59,yes
T126,UUM-TXT-FM-00000-B13,B13,33,certain,m,2015,na,personal narrative,na,all,English,medium,none,27,yes
T128,UUM-TXT-FM-00000-B15,B15,29,certain,f,2015,na,personal narrative,na,all,English,bad,none,52,yes
T130,UUM-TXT-LG-00000-A01,A01,24,certain,m,2015,na,personal narrative,na,all,English,good,none,96,yes
T131,UUM-TXT-LG-00000-A02,A02,63,certain,f,2015,na,personal narrative,na,all,English,good,constant,103,yes
T132,UUM-TXT-LG-00000-A03,A03,69,certain,m,2015,na,personal narrative,na,all,English,medium,none,164,yes
T133,UUM-TXT-LG-00000-A04,A04,34,certain,m,2015,na,personal narrative,na,all,English,good,none,90,yes
T134,UUM-TXT-LG-00000-A05,A05,81,certain,m,2015,na,personal narrative,na,all,English,good,punctual,137,yes
T140,UUM-TXT-LG-00000-A11,A11,74,certain,m,2015,na,personal narrative,na,all,English,good,punctual,131,yes
T141,UUM-TXT-LG-00000-A12,A12,67,certain,f,2015,na,personal narrative,na,all,English,good,punctual,209,yes
T143,UUM-TXT-LG-00000-A14,A14,17,certain,f,2015,na,personal narrative,na,all,English,good,punctual,166,yes
T144,UUM-TXT-LG-00000-A15,A15,18,certain,m,2015,na,personal narrative,na,all,English,good,punctual,132,yes
T146,UUM-TXT-LG-00000-B01,B01,52,certain,f,2015,na,personal narrative,na,all,English,good,none,84,yes
T147,UUM-TXT-LG-00000-B02,B02,61,certain,m,2015,na,personal narrative,na,all,English,good,none,59,yes
T148,UUM-TXT-LG-00000-B03,B03,21,certain,f,2015,na,personal narrative,na,all,English,good,none,28,yes
T149,UUM-TXT-LG-00000-B04,B04,29,certain,f,2015,na,personal narrative,na,all,English,good,none,60,yes
T150,UUM-TXT-LG-00000-B05,B05,23,certain,m,2015,na,personal narrative,na,all,English,medium,none,74,yes
T151,UUM-TXT-LG-00000-B06,B06,30,certain,f,2015,na,personal narrative,na,all,English,good,none,64,yes
T152,UUM-TXT-LG-00000-B07,B07,78,certain,f,2015,na,personal narrative,na,all,English,good,none,61,yes
T153,UUM-TXT-LG-00000-B08,B08,39,certain,f,2015,na,personal narrative,na,all,English,medium,none,54,yes
T154,UUM-TXT-LG-00000-B09,B09,19,certain,f,2015,na,personal narrative,na,all,English,good,none,74,yes
T155,UUM-TXT-LG-00000-B10,B10,51,certain,m,2015,na,personal narrative,na,all,English,good,constant,69,yes
T156,UUM-TXT-LG-00000-B11,B11,51,certain,f,2015,na,personal narrative,na,all,English,good,none,60,yes
T157,UUM-TXT-LG-00000-B12,B12,67,certain,f,2015,na,personal narrative,na,all,English,good,none,53,yes
T158,UUM-TXT-LG-00000-B13,B13,33,certain,m,2015,na,personal narrative,na,all,English,medium,none,23,yes
T160,UUM-TXT-LG-00000-B15,B15,29,certain,f,2015,na,personal narrative,na,all,English,medium,punctual,72,yes
T161,UUM-TXT-LG-00000-B16,B16,51,certain,f,2015,na,personal narrative,na,all,English,good,punctual,70,yes
T162,UUM-TXT-MR-00000-A01,A01,24,certain,m,2015,na,traditional narrative,na,all,English,good,punctual,76,yes
T163,UUM-TXT-MR-00000-A02,A02,63,certain,f,2015,na,traditional narrative,na,all,English,medium,constant,88,yes
T164,UUM-TXT-MR-00000-A03,A03,69,certain,m,2015,na,traditional narrative,na,all,English,good,punctual,88,yes
T165,UUM-TXT-MR-00000-A04,A04,34,certain,m,2015,na,traditional narrative,na,all,English,good,punctual,72,yes
T166,UUM-TXT-MR-00000-A05,A05,81,certain,m,2015,na,traditional narrative,na,all,English,good,punctual,106,yes
T167,UUM-TXT-MR-00000-A06,A06,79,certain,m,2015,na,traditional narrative,na,all,English,good,punctual,101,yes
T168,UUM-TXT-MR-00000-A07,A07,46,certain,f,2015,na,traditional narrative,na,all,English,good,none,128,yes
T169,UUM-TXT-MR-00000-A08,A08,27,certain,m,2015,na,traditional narrative,na,all,English,good,none,113,yes
T170,UUM-TXT-MR-00000-A09,A09,83,certain,f,2015,na,traditional narrative,na,all,English,good,none,169,yes
T171,UUM-TXT-MR-00000-A10,A10,19,certain,m,2015,na,traditional narrative,na,all,English,good,none,93,yes
T172,UUM-TXT-MR-00000-A11,A11,74,certain,m,2015,na,traditional narrative,na,all,English,good,none,160,yes
T173,UUM-TXT-MR-00000-A12,A12,67,certain,f,2015,na,traditional narrative,na,all,English,good,none,168,yes
T174,UUM-TXT-MR-00000-A13,A13,41,certain,m,2015,na,traditional narrative,na,all,English,good,none,140,yes
T175,UUM-TXT-MR-00000-A14,A14,17,certain,f,2015,na,traditional narrative,na,all,English,good,punctual,153,yes
T176,UUM-TXT-MR-00000-A15,A15,18,certain,m,2015,na,traditional narrative,na,all,English,good,none,134,yes
T177,UUM-TXT-MR-00000-A16,A16,47,certain,m,2015,na,traditional narrative,na,all,English,good,punctual,185,yes
T178,UUM-TXT-MR-00000-B01,B01,52,certain,f,2015,na,traditional narrative,na,all,English,medium,none,108,yes
T179,UUM-TXT-MR-00000-B02,B02,61,certain,m,2015,na,traditional narrative,na,all,English,good,none,81,yes
T180,UUM-TXT-MR-00000-B03,B03,21,certain,f,2015,na,traditional narrative,na,all,English,good,none,79,yes
T181,UUM-TXT-MR-00000-B04,B04,29,certain,f,2015,na,traditional narrative,na,all,English,good,none,80,yes
T182,UUM-TXT-MR-00000-B05,B05,23,certain,m,2015,na,traditional narrative,na,all,English,medium,none,67,yes
T183,UUM-TXT-MR-00000-B06,B06,30,certain,f,2015,na,traditional narrative,na,all,English,medium,none,44,yes
T184,UUM-TXT-MR-00000-B07,B07,78,certain,f,2015,na,traditional narrative,na,all,English,good,none,57,yes
T185,UUM-TXT-MR-00000-B08,B08,39,certain,f,2015,na,traditional narrative,na,all,English,medium,none,59,yes
T186,UUM-TXT-MR-00000-B09,B09,19,certain,f,2015,na,traditional narrative,na,all,English,good,none,68,yes
T187,UUM-TXT-MR-00000-B10,B10,51,certain,m,2015,na,traditional narrative,na,all,English,good,constant,65,yes
T188,UUM-TXT-MR-00000-B11,B11,51,certain,f,2015,na,traditional narrative,na,all,English,good,none,67,yes
T189,UUM-TXT-MR-00000-B12,B12,67,certain,f,2015,na,traditional narrative,na,all,English,good,none,49,yes
T190,UUM-TXT-MR-00000-B13,B13,33,certain,m,2015,na,traditional narrative,na,all,English,medium,none,40,yes
T191,UUM-TXT-MR-00000-B14,B14,50,certain,f,2015,na,traditional narrative,na,all,English,medium,none,82,yes
T192,UUM-TXT-MR-00000-B15,B15,29,certain,f,2015,na,traditional narrative,na,all,English,bad,none,52,yes
T193,UUM-TXT-MR-00000-B16,B16,51,certain,f,2015,na,traditional narrative,na,all,English,good,punctual,54,yes
T194,UUM-TXT-PP-00000-A01,A01,24,certain,m,2015,na,traditional narrative,na,all,English,good,punctual,83,yes
T195,UUM-TXT-PP-00000-A02,A02,63,certain,f,2015,na,traditional narrative,na,all,English,medium,constant,76,yes
T196,UUM-TXT-PP-00000-A03,A03,69,certain,m,2015,na,traditional narrative,na,all,English,good,none,117,yes
T197,UUM-TXT-PP-00000-A04,A04,34,certain,m,2015,na,traditional narrative,na,all,English,good,none,94,yes
T198,UUM-TXT-PP-00000-A05,A05,81,certain,m,2015,na,traditional narrative,na,all,English,good,none,84,yes
T199,UUM-TXT-PP-00000-A06,A06,79,certain,m,2015,na,traditional narrative,na,all,English,good,none,121,yes
T200,UUM-TXT-PP-00000-A07,A07,46,certain,f,2015,na,traditional narrative,na,all,English,good,none,123,yes
T201,UUM-TXT-PP-00000-A08,A08,27,certain,m,2015,na,traditional narrative,na,all,English,medium,punctual,68,yes
T202,UUM-TXT-PP-00000-A09,A09,83,certain,f,2015,na,traditional narrative,na,all,English,good,none,130,yes
T203,UUM-TXT-PP-00000-A10,A10,19,certain,m,2015,na,traditional narrative,na,all,English,good,punctual,90,yes
T204,UUM-TXT-PP-00000-A11,A11,74,certain,m,2015,na,traditional narrative,na,all,English,medium,none,104,yes
T205,UUM-TXT-PP-00000-A12,A12,67,certain,f,2015,na,traditional narrative,na,all,English,good,none,109,yes
T206,UUM-TXT-PP-00000-A13,A13,41,certain,m,2015,na,traditional narrative,na,all,English,good,punctual,152,yes
T207,UUM-TXT-PP-00000-A14,A14,17,certain,f,2015,na,traditional narrative,na,all,English,good,none,138,yes
T208,UUM-TXT-PP-00000-A15,A15,18,certain,m,2015,na,traditional narrative,na,all,English,good,punctual,160,yes
T209,UUM-TXT-PP-00000-A16,A16,47,certain,m,2015,na,traditional narrative,na,all,English,good,punctual,196,yes
T210,UUM-TXT-PP-00000-B01,B01,52,certain,f,2015,na,traditional narrative,na,all,English,medium,none,54,yes
T211,UUM-TXT-PP-00000-B02,B02,61,certain,m,2015,na,traditional narrative,na,all,English,good,none,68,yes
T212,UUM-TXT-PP-00000-B03,B03,21,certain,f,2015,na,traditional narrative,na,all,English,good,none,43,yes
T213,UUM-TXT-PP-00000-B04,B04,29,certain,f,2015,na,traditional narrative,na,all,English,good,none,52,yes
T214,UUM-TXT-PP-00000-B05,B05,23,certain,m,2015,na,traditional narrative,na,all,English,medium,none,50,yes
T215,UUM-TXT-PP-00000-B06,B06,30,certain,f,2015,na,traditional narrative,na,all,English,good,none,62,yes
T216,UUM-TXT-PP-00000-B07,B07,78,certain,f,2015,na,traditional narrative,na,all,English,good,none,60,yes
T217,UUM-TXT-PP-00000-B08,B08,39,certain,f,2015,na,traditional narrative,na,all,English,good,none,50,yes
