i;i
ī;i:
ii;i:
īng;i:~
iing;i:~
i'ng;i:~
e;e
ee;e:
eeng;e:~
a;a
ā;a:
ā;a:
āng;a:~
āng;a:~
ọ;@
ọ;@
ọọ;@:
ọọ;@:
ọọng;@:~
ọọng;@:~
uung;u:~
uwng;u:~
u;u
uu;u:
uw;u:
u̠;}
u̠w;}:
u̠wng;}:~
o;o
ow;o:
oo;o:
owng;o:~
oong;o:~
m;m
mh;m_0
hm;m_0
v;v
b;b
p;p
ph;p_h
d;d
t;t
th;t_h
ṭ;t`
ṭ;t`
ṭh;t`_h
ch;ts\
sh;s_h
s;s
n;n
nh;n_0
hn;n_0
j;j
y;j
l;l
lh;l_0
hl;l_0
r;r
rh;r_0
hr;r_0
k;k
kh;k_h
ng;N
ngh;N_0
w;w
h#;?
h;h

%%% Non-native material %%%
f;f
q;k_h w
x;k s
z;j
