a;a
b;m b
c;tS
d;n d
e;E
g;N
h;G
i;i
j;j
k;k
l;l
m;m
n;n
o;O
p;p
q;N g
r;r
s;s
t;t
u;u
v;v
w;w
y;@

%%% Sounds from Bislama %%%
x;k s
f;f
