File,Original_Tier_Name,New_Tier_Name
MEW-008-20111119.eaf,ft.deu@BPN,ft@BPN
MEW-008-20111119.eaf,ft.deu@MEW,ft@MEW
MEW-008-20111119.eaf,spch.dsb@BPN,tx@BPN
MEW-008-20111119.eaf,spch.dsb@MEW,tx@MEW
MEW-008-20111119.eaf,tokens@BPN,wd@BPN
MEW-029-20111218.eaf,ft.deu@AHN,ft@AHN
MEW-029-20111218.eaf,ft.deu@BPN,ft@BPN
MEW-029-20111218.eaf,ft.deu@GNC,ft@GNC
MEW-029-20111218.eaf,ft.deu@MEW,ft@MEW
MEW-029-20111218.eaf,spch.dsb@AHN,tx@AHN
MEW-029-20111218.eaf,spch.dsb@BPN,tx@BPN
MEW-029-20111218.eaf,spch.dsb@GNC,tx@GNC
MEW-029-20111218.eaf,spch.dsb@MEW,tx@MEW
MEW-029-20111218.eaf,tokens@AHN,wd@AHN
MEW-029-20111218.eaf,tokens@BPN,wd@BPN
MEW-029-20111218.eaf,tokens@GNC,wd@GNC
MEW-062-20121023.eaf,ft.deu@EMZ,ft@EMZ
MEW-062-20121023.eaf,ft.deu@MEW,ft@MEW
MEW-062-20121023.eaf,spch.dsb@EMZ,tx@EMZ
MEW-062-20121023.eaf,spch.dsb@MEW,tx@MEW
MEW-062-20121023.eaf,tokens@EMZ,wd@EMZ
MEW-063-20121023.eaf,ft.deu@EMZ,ft@EMZ
MEW-063-20121023.eaf,ft.deu@MEW,ft@MEW
MEW-063-20121023.eaf,spch.dsb@EMZ,tx@EMZ
MEW-063-20121023.eaf,spch.dsb@MEW,tx@MEW
MEW-063-20121023.eaf,tokens@EMZ,wd@EMZ
MEW-064-20121023.eaf,ft.deu@EMZ,ft@EMZ
MEW-064-20121023.eaf,ft.deu@MEW,ft@MEW
MEW-064-20121023.eaf,spch.dsb@EMZ,tx@EMZ
MEW-064-20121023.eaf,spch.dsb@MEW,tx@MEW
MEW-064-20121023.eaf,tokens@EMZ,wd@EMZ
MEW-065-20121023.eaf,ft.deu@EMZ,ft@EMZ
MEW-065-20121023.eaf,ft.deu@MEW,ft@MEW
MEW-065-20121023.eaf,spch.dsb@EMZ,tx@EMZ
MEW-065-20121023.eaf,spch.dsb@MEW,tx@MEW
MEW-065-20121023.eaf,tokens@EMZ,wd@EMZ
MEW-066-20121023.eaf,ft.deu@EMZ,ft@EMZ
MEW-066-20121023.eaf,ft.deu@MEW,ft@MEW
MEW-066-20121023.eaf,spch.dsb@EMZ,tx@EMZ
MEW-066-20121023.eaf,spch.dsb@MEW,tx@MEW
MEW-066-20121023.eaf,tokens@EMZ,wd@EMZ
MEW-067-20121023.eaf,ft.deu@EMZ,ft@EMZ
MEW-067-20121023.eaf,ft.deu@MEW,ft@MEW
MEW-067-20121023.eaf,spch.dsb@EMZ,tx@EMZ
MEW-067-20121023.eaf,spch.dsb@MEW,tx@MEW
MEW-067-20121023.eaf,tokens@EMZ,wd@EMZ
MEW-068-20121023.eaf,ft.deu@EMZ,ft@EMZ
MEW-068-20121023.eaf,ft.deu@MEW,ft@MEW
MEW-068-20121023.eaf,spch.dsb@EMZ,tx@EMZ
MEW-068-20121023.eaf,spch.dsb@MEW,tx@MEW
MEW-068-20121023.eaf,tokens@EMZ,wd@EMZ
MEW-071-20121026.eaf,ft.deu@BPN,ft@BPN
MEW-071-20121026.eaf,ft.deu@MEW,ft@MEW
MEW-071-20121026.eaf,spch.dsb@BPN,tx@BPN
MEW-071-20121026.eaf,spch.dsb@MEW,tx@MEW
MEW-071-20121026.eaf,tokens@BPN,wd@BPN
MEW-085-20121102.eaf,ft.deu@BPN,ft@BPN
MEW-085-20121102.eaf,ft.deu@MEW,ft@MEW
MEW-085-20121102.eaf,spch.dsb@BPN,tx@BPN
MEW-085-20121102.eaf,spch.dsb@MEW,tx@MEW
MEW-085-20121102.eaf,tokens@BPN,wd@BPN
MEW-087-20121102.eaf,ft.deu@BPN,ft@BPN
MEW-087-20121102.eaf,ft.deu@MEW,ft@MEW
MEW-087-20121102.eaf,spch.dsb@BPN,tx@BPN
MEW-087-20121102.eaf,spch.dsb@MEW,tx@MEW
MEW-087-20121102.eaf,tokens@BPN,wd@BPN
