id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T001,unine15a01m,unine15-001,21,certain,m,2014-12-21,certain,personal narrative,na,pos,French,good,none,1517,no
T002,unine15a09m,unine15-007,69,certain,f,2015-01-22,certain,personal narrative,na,pos,French,good,constant,1466,no
T003,unine15a23m,unine15-017,74,certain,m,2015-02-04,certain,personal narrative,na,pos,French,bad,punctual,1232,no
T004,unine15a29m,unine15-021,79,certain,m,2015-02-14,certain,personal narrative,na,pos,French,bad,punctual,1566,no
T005,unine15a55m,unine15-039,38,certain,m,2015-03-30,certain,personal narrative,na,pos,French,good,punctual,1814,no
T006,unine15a61m,unine15-043,20,certain,f,2015-03-26,certain,personal narrative,na,pos,French,medium,punctual,2326,no
T007,unine15a78m,unine15-054,49,certain,f,2015-05-08,certain,personal narrative,na,pos,French,medium,medium,1814,no
T008,unine15a90m,unine15-062,22,certain,f,2015-06-10,certain,personal narrative,na,pos,French,good,none,1604,no
