a;a
e;e
ë;{
i;i
o;o
u;u
ü;1
aa;a
ee;e
ëë;{
ii;i
oo;o
uu;u
üü;1
p;p
pp;p:
b;b
bb;b:
m;m
mm;m:
w;w
ww;w:
t;t
tt;t:
d;d
dd;d:
s;s
ss;s:
r;r\_r
rr;r\:_r
n;n
nn;n:
l;l
ll;l:
ch;tS
chch;t:S
tch;t:S
dy;d_j
ddy;d:_j
sh;S
shsh;S:
ñ;J
ññ;J:
y;j
yy;j:
k;k
kk;k:
j;h
j#;#

%%% Sounds from Spanish %%%
c;k
f;f
g;g
v;b
