File,Original_Tier_Name,New_Tier_Name
MS-LM_AscGer_1.eaf,tl@M39,ft@M39
MS-LM_AscGer_1.eaf,tl@M60,ft@M60
MS-LM_AscGer_1.eaf,tl@M68,ft@M68
MS-LM_AscGer_1.eaf,tl@SG,ft@SG
MS-LM_AscGer_1.eaf,ts@M39,tx@M39
MS-LM_AscGer_1.eaf,ts@M60,tx@M60
MS-LM_AscGer_1.eaf,ts@M68,tx@M68
MS-LM_AscGer_1.eaf,ts@SG,tx@SG
SocCog-YUZ103-1.eaf,tl@F34,ft@F34
SocCog-YUZ103-1.eaf,tl@M25,ft@M25
SocCog-YUZ103-1.eaf,tl@SG,ft@SG
SocCog-YUZ103-1.eaf,ts@F34,tx@F34
SocCog-YUZ103-1.eaf,ts@M25,tx@M25
SocCog-YUZ103-1.eaf,ts@SG,tx@SG
SocCog-YUZ103-2.eaf,tl@F34,ft@F34
SocCog-YUZ103-2.eaf,tl@M25,ft@M25
SocCog-YUZ103-2.eaf,tl@SG,ft@SG
SocCog-YUZ103-2.eaf,ts@F34,tx@F34
SocCog-YUZ103-2.eaf,ts@M25,tx@M25
SocCog-YUZ103-2.eaf,ts@SG,tx@SG
SocCog-YUZ103-3.eaf,tl@F34,ft@F34
SocCog-YUZ103-3.eaf,tl@M25,ft@M25
SocCog-YUZ103-3.eaf,tl@M35,ft@M35
SocCog-YUZ103-3.eaf,tl@SG,ft@SG
SocCog-YUZ103-3.eaf,ts@F34,tx@F34
SocCog-YUZ103-3.eaf,ts@M25,tx@M25
SocCog-YUZ103-3.eaf,ts@M35,tx@M35
SocCog-YUZ103-3.eaf,ts@SG,tx@SG
SocCog-YUZ104-1.eaf,tl@F60,ft@F60
SocCog-YUZ104-1.eaf,tl@M35,ft@M35
SocCog-YUZ104-1.eaf,tl@M64,ft@M64
SocCog-YUZ104-1.eaf,tl@SG,ft@SG
SocCog-YUZ104-1.eaf,tl@X,ft@X
SocCog-YUZ104-1.eaf,ts@F60,tx@F60
SocCog-YUZ104-1.eaf,ts@M35,tx@M35
SocCog-YUZ104-1.eaf,ts@M64,tx@M64
SocCog-YUZ104-1.eaf,ts@SG,tx@SG
SocCog-YUZ104-1.eaf,ts@X,tx@X
SocCog-YUZ104-2.eaf,tl@F60,ft@F60
SocCog-YUZ104-2.eaf,tl@M35,ft@M35
SocCog-YUZ104-2.eaf,tl@M64,ft@M64
SocCog-YUZ104-2.eaf,tl@SG,ft@SG
SocCog-YUZ104-2.eaf,tl@X,ft@X
SocCog-YUZ104-2.eaf,ts@F60,tx@F60
SocCog-YUZ104-2.eaf,ts@M35,tx@M35
SocCog-YUZ104-2.eaf,ts@M64,tx@M64
SocCog-YUZ104-2.eaf,ts@SG,tx@SG
SocCog-YUZ104-2.eaf,ts@X,tx@X
SocCog-YUZ104-3.eaf,tl@F60,ft@F60
SocCog-YUZ104-3.eaf,tl@M35,ft@M35
SocCog-YUZ104-3.eaf,tl@M64,ft@M64
SocCog-YUZ104-3.eaf,tl@SG,ft@SG
SocCog-YUZ104-3.eaf,tl@X,ft@X
SocCog-YUZ104-3.eaf,ts@F60,tx@F60
SocCog-YUZ104-3.eaf,ts@M35,tx@M35
SocCog-YUZ104-3.eaf,ts@M64,tx@M64
SocCog-YUZ104-3.eaf,ts@SG,tx@SG
SocCog-YUZ104-3.eaf,ts@X,tx@X
SocCog-YUZ105-1.eaf,tl@F43,ft@F43
SocCog-YUZ105-1.eaf,tl@F47,ft@F47
SocCog-YUZ105-1.eaf,tl@M35,ft@M35
SocCog-YUZ105-1.eaf,tl@SG,ft@SG
SocCog-YUZ105-1.eaf,ts@F43,tx@F43
SocCog-YUZ105-1.eaf,ts@F47,tx@F47
SocCog-YUZ105-1.eaf,ts@M35,tx@M35
SocCog-YUZ105-1.eaf,ts@SG,tx@SG
SocCog-YUZ105-2.eaf,tl@F43,ft@F43
SocCog-YUZ105-2.eaf,tl@F47,ft@F47
SocCog-YUZ105-2.eaf,tl@M35,ft@M35
SocCog-YUZ105-2.eaf,tl@SG,ft@SG
SocCog-YUZ105-2.eaf,tl@Y,ft@Y
SocCog-YUZ105-2.eaf,ts@F43,tx@F43
SocCog-YUZ105-2.eaf,ts@F47,tx@F47
SocCog-YUZ105-2.eaf,ts@M35,tx@M35
SocCog-YUZ105-2.eaf,ts@SG,tx@SG
SocCog-YUZ105-2.eaf,ts@Y,tx@Y
SocCog-YUZ105-3.eaf,tl@F43,ft@F43
SocCog-YUZ105-3.eaf,tl@F47,ft@F47
SocCog-YUZ105-3.eaf,tl@M35,ft@M35
SocCog-YUZ105-3.eaf,tl@SG,ft@SG
SocCog-YUZ105-3.eaf,tl@Y,ft@Y
SocCog-YUZ105-3.eaf,ts@F43,tx@F43
SocCog-YUZ105-3.eaf,ts@F47,tx@F47
SocCog-YUZ105-3.eaf,ts@M35,tx@M35
SocCog-YUZ105-3.eaf,ts@SG,tx@SG
SocCog-YUZ105-3.eaf,ts@Y,tx@Y
SocCog-YUZ106-1.eaf,tl@F65,ft@F65
SocCog-YUZ106-1.eaf,tl@M35,ft@M35
SocCog-YUZ106-1.eaf,tl@M73,ft@M73
SocCog-YUZ106-1.eaf,tl@SG,ft@SG
SocCog-YUZ106-1.eaf,ts@F65,tx@F65
SocCog-YUZ106-1.eaf,ts@M35,tx@M35
SocCog-YUZ106-1.eaf,ts@M73,tx@M73
SocCog-YUZ106-1.eaf,ts@SG,tx@SG
SocCog-YUZ106-2.eaf,tl@F65,ft@F65
SocCog-YUZ106-2.eaf,tl@M35,ft@M35
SocCog-YUZ106-2.eaf,tl@M73,ft@M73
SocCog-YUZ106-2.eaf,tl@SG,ft@SG
SocCog-YUZ106-2.eaf,ts@F65,tx@F65
SocCog-YUZ106-2.eaf,ts@M35,tx@M35
SocCog-YUZ106-2.eaf,ts@M73,tx@M73
SocCog-YUZ106-2.eaf,ts@SG,tx@SG
SocCog-YUZ106-3.eaf,tl@F65,ft@F65
SocCog-YUZ106-3.eaf,tl@M35,ft@M35
SocCog-YUZ106-3.eaf,tl@M73,ft@M73
SocCog-YUZ106-3.eaf,tl@SG,ft@SG
SocCog-YUZ106-3.eaf,ts@F65,tx@F65
SocCog-YUZ106-3.eaf,ts@M35,tx@M35
SocCog-YUZ106-3.eaf,ts@M73,tx@M73
SocCog-YUZ106-3.eaf,ts@SG,tx@SG
SocCog-YUZ107-1.eaf,tl@F62,ft@F62
SocCog-YUZ107-1.eaf,tl@M35,ft@M35
SocCog-YUZ107-1.eaf,tl@M65,ft@M65
SocCog-YUZ107-1.eaf,tl@SG,ft@SG
SocCog-YUZ107-1.eaf,ts@F62,tx@F62
SocCog-YUZ107-1.eaf,ts@M35,tx@M35
SocCog-YUZ107-1.eaf,ts@M65,tx@M65
SocCog-YUZ107-1.eaf,ts@SG,tx@SG
SocCog-YUZ107-2.eaf,tl@F62,ft@F62
SocCog-YUZ107-2.eaf,tl@M35,ft@M35
SocCog-YUZ107-2.eaf,tl@M65,ft@M65
SocCog-YUZ107-2.eaf,tl@SG,ft@SG
SocCog-YUZ107-2.eaf,ts@F62,tx@F62
SocCog-YUZ107-2.eaf,ts@M35,tx@M35
SocCog-YUZ107-2.eaf,ts@M65,tx@M65
SocCog-YUZ107-2.eaf,ts@SG,tx@SG
SocCog-YUZ107-3.eaf,tl@F62,ft@F62
SocCog-YUZ107-3.eaf,tl@M35,ft@M35
SocCog-YUZ107-3.eaf,tl@M65,ft@M65
SocCog-YUZ107-3.eaf,tl@SG,ft@SG
SocCog-YUZ107-3.eaf,ts@F62,tx@F62
SocCog-YUZ107-3.eaf,ts@M35,tx@M35
SocCog-YUZ107-3.eaf,ts@M65,tx@M65
SocCog-YUZ107-3.eaf,ts@SG,tx@SG
SocCog-YUZ108-1.eaf,tl@F40,ft@F40
SocCog-YUZ108-1.eaf,tl@M35,ft@M35
SocCog-YUZ108-1.eaf,tl@M41,ft@M41
SocCog-YUZ108-1.eaf,tl@SG,ft@SG
SocCog-YUZ108-1.eaf,ts@F40,tx@F40
SocCog-YUZ108-1.eaf,ts@M35,tx@M35
SocCog-YUZ108-1.eaf,ts@M41,tx@M41
SocCog-YUZ108-1.eaf,ts@SG,tx@SG
SocCog-YUZ108-2.eaf,tl@F40,ft@F40
SocCog-YUZ108-2.eaf,tl@M35,ft@M35
SocCog-YUZ108-2.eaf,tl@M41,ft@M41
SocCog-YUZ108-2.eaf,tl@SG,ft@SG
SocCog-YUZ108-2.eaf,ts@F40,tx@F40
SocCog-YUZ108-2.eaf,ts@M35,tx@M35
SocCog-YUZ108-2.eaf,ts@M41,tx@M41
SocCog-YUZ108-2.eaf,ts@SG,tx@SG
SocCog-YUZ108-3.eaf,tl@F40,ft@F40
SocCog-YUZ108-3.eaf,tl@M35,ft@M35
SocCog-YUZ108-3.eaf,tl@M41,ft@M41
SocCog-YUZ108-3.eaf,tl@SG,ft@SG
SocCog-YUZ108-3.eaf,ts@F40,tx@F40
SocCog-YUZ108-3.eaf,ts@M35,tx@M35
SocCog-YUZ108-3.eaf,ts@M41,tx@M41
SocCog-YUZ108-3.eaf,ts@SG,tx@SG
SocCog-YUZ109-1.eaf,tl@M29,ft@M29
SocCog-YUZ109-1.eaf,tl@M35,ft@M35
SocCog-YUZ109-1.eaf,tl@M40,ft@M40
SocCog-YUZ109-1.eaf,tl@SG,ft@SG
SocCog-YUZ109-1.eaf,ts@M29,tx@M29
SocCog-YUZ109-1.eaf,ts@M35,tx@M35
SocCog-YUZ109-1.eaf,ts@M40,tx@M40
SocCog-YUZ109-1.eaf,ts@SG,tx@SG
SocCog-YUZ109-2.eaf,tl@M29,ft@M29
SocCog-YUZ109-2.eaf,tl@M35,ft@M35
SocCog-YUZ109-2.eaf,tl@M40,ft@M40
SocCog-YUZ109-2.eaf,tl@SG,ft@SG
SocCog-YUZ109-2.eaf,ts@M29,tx@M29
SocCog-YUZ109-2.eaf,ts@M35,tx@M35
SocCog-YUZ109-2.eaf,ts@M40,tx@M40
SocCog-YUZ109-2.eaf,ts@SG,tx@SG
SocCog-YUZ109-3.eaf,tl@M29,ft@M29
SocCog-YUZ109-3.eaf,tl@M35,ft@M35
SocCog-YUZ109-3.eaf,tl@M40,ft@M40
