i;i
í;i
í;i
ii;i:
e;e
é;e
ee;e:
ae;@e
aee;@:e
a;a
á;a
aa;a:
u;u
ú;u
uu;u:
o;o
ó;o
oo;o:
p;p
m;m
v;B
w;w
t;t
n;n
s;s
ts;ts
r;r
ty;c
ñ;J
g;C
gie;C e
giee;C e:
gia;C a
giaa;C a:
giu;C u
giuu;C u:
gio;C o
gioo;C o:
giae;C @e
giaee;C @:e
ch;tS
y;j
k;k
j;h
ʔ;?

%%% Non-native sounds %%%
f;f
d;d
l;l
qu;k w
z;s
è;e
c;k

%%% Intervocalic glottal stops are often realized as creaky voice %%%
set V a;a
set V á;a
set V aa;a:
set V u;u
set V ú;u
set V uu;u:
set V o;o
set V ó;o
set V oo;o:
set V i;i
set V í;i
set V í;i
set V ii;i:
set V e;e
set V é;e
set V ee;e:
set V ae;@e
set V aee;@:e
$V$ʔ$V$;. .
