i;i
e;e
a;a
а;a
o;o
u;u
ö;2
ü;y
ɨ;1
Ɨ;1
aː;a:
eː;e:
iː;i:
oː;o:
uː;u:
öː;2:
üː;y:
ɨː;1:
Ɨː;1:
i͡e;ie
u͡o;uo
ü͡ö;y2
ɨ͡a;1a
b;b
c;ts
d;d
f;f
g;g
h;h
һ;h
j;j
k;k
l;l
m;m
n;n
p;p
r;r
s;s
t;t
v;w
x;x
z;z
š;S
ž;Z
č;tS
ŋ;N
bʼ;b_j
dʼ;J\
gʼ;g_j
pʼ;p_j
tʼ;c
kʼ;k_j
lʼ;l_j
mʼ;m_j
nʼ;J
rʼ;r_j
fʼ;f_j
sʼ;s_j
zʼ;z_j
vʼ;v_j
xʼ;x_j
čʼ;tS_j
šʼ;S_j

%%% Geminates %%%
pp;p:
tt;t:
kk;k:
čč;t:S
mm;m:
nn;n:
ŋŋ;N:
ll;l:

%%% Allophonic rules %%%
set V i;i
set V e;e
set V a;a
set V а;a
set V o;o
set V u;u
set V ö;2
set V ü;y
set V ɨ;1
set V aː;a:
set V eː;e:
set V iː;i:
set V oː;o:
set V uː;u:
set V öː;2:
set V üː;y:
set V ɨː;1:
set V i͡e;ie
set V u͡o;uo
set V ü͡ö;y2
set V ɨ͡a;1a
$V$h$V$;. h\ .
$V$һ$V$;. h\ .
og$V$;o G .
ag$V$;a G .
аg$V$;a G .
oːg$V$;o: G .
aːg$V$;a: G .
аːg$V$;a: G .
$V$k$V$;. X .
$V$k$V$;. X .
ok#;o X
ak#;a X
аk#;a X
oːk#;o: X
aːk#;a: X
аːk#;a: X
okt;o X t
akt;a X t
аkt;a X t
oːkt;o: X t
aːkt;a: X t
аːkt;a: X t
oks;o X s
aks;a X s
аks;a X s
oːks;o: X s
aːks;a: X s
аːks;a: X s
