"lang","file","core_extended","speaker",wd_ID,wd,"start","end","ref","tx","ft","mb_ID","mb","ps","gl","ph_ID","ph"
"resi1247","doreco_resi1247_candi_res",core,"PA",w000001,"<p:>",0.000,4.320,"<p:>","<p:>","<p:>","","","","","p000001","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000002,"idekéhtsí",4.320,5.050,"0001_DoReCo_doreco_resi1247_candi_res","idekéhtsí gihi ginómomíífa kjaá mána nokjú","ahora voy a decir de lo que nos están haciendo los mestizos","","","","","p000002 p000003 p000004 p000005 p000006 p000007 p000008 p000009","i d e k e ? ts i","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000003,"<p:>",5.050,7.090,"0001_DoReCo_doreco_resi1247_candi_res","idekéhtsí gihi ginómomíífa kjaá mána nokjú","ahora voy a decir de lo que nos están haciendo los mestizos","","","","","p000010","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000004,"gihi",7.090,7.300,"0001_DoReCo_doreco_resi1247_candi_res","idekéhtsí gihi ginómomíífa kjaá mána nokjú","ahora voy a decir de lo que nos están haciendo los mestizos","","","","","p000011 p000012 p000013 p000014","g i ? i","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000005,"ginómomíífa",7.300,8.156,"0001_DoReCo_doreco_resi1247_candi_res","idekéhtsí gihi ginómomíífa kjaá mána nokjú","ahora voy a decir de lo que nos están haciendo los mestizos","","","","","p000015 p000016 p000017 p000018 p000019 p000020 p000021 p000022 p000023 p000024","g i n o m o m i: p\ a","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000006,"kjaá",8.156,8.520,"0001_DoReCo_doreco_resi1247_candi_res","idekéhtsí gihi ginómomíífa kjaá mána nokjú","ahora voy a decir de lo que nos están haciendo los mestizos","","","","","p000025 p000026","k_h a:","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000007,"<p:>",8.520,10.660,"0001_DoReCo_doreco_resi1247_candi_res","idekéhtsí gihi ginómomíífa kjaá mána nokjú","ahora voy a decir de lo que nos están haciendo los mestizos","","","","","p000027","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000008,"mána",10.660,10.970,"0001_DoReCo_doreco_resi1247_candi_res","idekéhtsí gihi ginómomíífa kjaá mána nokjú","ahora voy a decir de lo que nos están haciendo los mestizos","","","","","p000028 p000029 p000030 p000031","m a n a","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000009,"nokjú",10.970,11.443,"0001_DoReCo_doreco_resi1247_candi_res","idekéhtsí gihi ginómomíífa kjaá mána nokjú","ahora voy a decir de lo que nos están haciendo los mestizos","","","","","p000032 p000033 p000034 p000035","n o k_h M","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000010,"<p:>",11.443,14.970,"<p:>","<p:>","<p:>","","","","","p000036","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000011,"giyá",14.970,15.318,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000037 p000038 p000039 p000040","g i j a","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000012,"sági",15.318,15.780,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000041 p000042 p000043 p000044","s a g i","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000013,"<p:>",15.780,16.000,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000045","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000014,"ginómomináagí",16.000,17.263,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000046 p000047 p000048 p000049 p000050 p000051 p000052 p000053 p000054 p000055 p000056 p000057","g i n o m o m i n a: g i","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000015,"<p:>",17.263,18.728,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000058","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000016,"gihi",18.728,19.137,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000059 p000060 p000061 p000062","g i ? i","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000017,"<p:>",19.137,22.820,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000063","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000018,"péévágí",22.820,23.360,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000064 p000065 p000066 p000067 p000068 p000069","p e: B a g i","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000019,"lloví",23.360,23.750,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000070 p000071 p000072 p000073","dZ o B i","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000020,"<p:>",23.750,25.140,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000074","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000021,"<<ui>>",25.140,25.300,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000075","<<ui>>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000022,"gitsánah",25.300,25.880,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000076 p000077 p000078 p000079 p000080 p000081 p000082","g i ts a n a ?","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000023,"vée",25.880,26.130,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000083 p000084","B e:","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000024,"<p:>",26.130,27.060,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000085","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000025,"gihi",27.060,27.337,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000086 p000087 p000088 p000089","g i ? i","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000026,"veyaá",27.337,27.801,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000090 p000091 p000092 p000093","B e j a:","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000027,"neéí",27.801,28.200,"0002_DoReCo_doreco_resi1247_candi_res","giyá sági ginómomináagí gihi péévágí lloví tsa gitsánah vée gihi veyaá neéí","hay un mestizo él vive en Pevas el vino acá aquí donde estamos","","","","","p000094 p000095 p000096","n e: i","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000028,"<p:>",28.200,30.880,"<p:>","<p:>","<p:>","","","","","p000097","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000029,"mitsíhpe",30.880,31.554,"0003_DoReCo_doreco_resi1247_candi_res","mitsíhpe véhe kehviikágin̈ó gimú","a los autoridades de aquí le dijo","","","","","p000098 p000099 p000100 p000101 p000102 p000103 p000104","m i ts i ? p e","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000030,"<p:>",31.554,33.557,"0003_DoReCo_doreco_resi1247_candi_res","mitsíhpe véhe kehviikágin̈ó gimú","a los autoridades de aquí le dijo","","","","","p000105","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000031,"véhe",33.557,33.853,"0003_DoReCo_doreco_resi1247_candi_res","mitsíhpe véhe kehviikágin̈ó gimú","a los autoridades de aquí le dijo","","","","","p000106 p000107 p000108 p000109","B e ? e","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000032,"kehviikágin̈ó",33.853,34.749,"0003_DoReCo_doreco_resi1247_candi_res","mitsíhpe véhe kehviikágin̈ó gimú","a los autoridades de aquí le dijo","","","","","p000110 p000111 p000112 p000113 p000114 p000115 p000116 p000117 p000118 p000119 p000120","k e ? B i: k a g i n_0 o","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000033,"gimú",34.749,35.196,"0003_DoReCo_doreco_resi1247_candi_res","mitsíhpe véhe kehviikágin̈ó gimú","a los autoridades de aquí le dijo","","","","","p000121 p000122 p000123 p000124","g i m M","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000034,"<p:>",35.196,36.940,"<p:>","<p:>","<p:>","","","","","p000125","<p:>","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000035,"ságiva",36.940,37.446,"0004_DoReCo_doreco_resi1247_candi_res","ságiva véhekjó giiva hikjú","nombran a uno de aquí","","","","","p000126 p000127 p000128 p000129 p000130 p000131","s a g i B a","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000036,"véhekjó",37.446,37.950,"0004_DoReCo_doreco_resi1247_candi_res","ságiva véhekjó giiva hikjú","nombran a uno de aquí","","","","","p000132 p000133 p000134 p000135 p000136 p000137","B e ? e k_h o","",""
"resi1247","doreco_resi1247_candi_res",core,"PA",w000037,"<p:>",37.950,38.830,"0004_DoReCo_doreco_resi1247_candi_res","ságiva véhekjó giiva hikjú","nombran a uno de aquí","","","","","p000138","<p:>","",""
