"lang","file","core_extended","speaker",wd_ID,wd,"start","end","ref","tx","ft","mb_ID","mb","doreco-mb-algn","ps","gl","ph_ID","ph"
"jeha1242","doreco_jeha1242_Blan_route_retell_DP_25Feb12",core,"DP",w000054,"yapɛ̃h",23.035,23.410,"0008_DoReCo_doreco_jeha1242_Blan_route_retell_DP_25Feb12","lpas ton pɛ̃h brntiʔ pɛ̃h boh kritəh yapɛ̃h k=ton","then we stopped and parked our car there","m000059","yapɛ̃h","****","","1P.EXCL","p000174 p000175 p000176 p000177 p000178","j a p E~ h","",""
"jeha1242","doreco_jeha1242_Blan_route_retell_DP_25Feb12",core,"DP",w000055,"kəton",23.410,24.010,"0008_DoReCo_doreco_jeha1242_Blan_route_retell_DP_25Feb12","lpas ton pɛ̃h brntiʔ pɛ̃h boh kritəh yapɛ̃h k=ton","then we stopped and parked our car there","m000060 m000061","k ton","end start","","LOC DEM","p000179 p000180 p000181 p000182 p000183","k @ t o n","",""
"jeha1242","doreco_jeha1242_Blan_route_retell_DP_25Feb12",core,"DP",w000056,"<p:>",24.010,24.940,"<p:>","<p:>","<p:>","m000062","<p:>","<p:>","","<p:>","p000184","<p:>","",""
"jeha1242","doreco_jeha1242_Blan_route_retell_DP_25Feb12",core,"DP",w000057,"lpas",24.940,25.120,"0009_DoReCo_doreco_jeha1242_Blan_route_retell_DP_25Feb12","lpas ton, hããh, yapɛ̃h...","then, yes, we...","m000063","lpas","****","","after","p000185 p000186 p000187 p000188","l p a s","",""
"jeha1242","doreco_jeha1242_Blan_route_retell_DP_25Feb12",core,"DP",w000058,"<<pr>ton>",25.120,26.660,"0009_DoReCo_doreco_jeha1242_Blan_route_retell_DP_25Feb12","lpas ton, hããh, yapɛ̃h...","then, yes, we...","m000064","ton,","****","","DEM","p000189","<<pr>ton>","",""
"jeha1242","doreco_jeha1242_Blan_route_retell_DP_25Feb12",core,"DP",w000059,"hããh",26.660,27.027,"0009_DoReCo_doreco_jeha1242_Blan_route_retell_DP_25Feb12","lpas ton, hããh, yapɛ̃h...","then, yes, we...","m000065","hããh,","****","","AFF","p000190 p000191 p000192 p000193","h a~ a~ h","",""
"jeha1242","doreco_jeha1242_Blan_route_retell_DP_25Feb12",core,"DP",w000060,"yapɛ̃h",27.027,27.460,"0009_DoReCo_doreco_jeha1242_Blan_route_retell_DP_25Feb12","lpas ton, hããh, yapɛ̃h...","then, yes, we...","m000066","yapɛ̃h...","****","","1P.EXCL","p000194 p000195 p000196 p000197 p000198","j a p E~ h","",""
"jeha1242","doreco_jeha1242_Blan_route_retell_DP_25Feb12",core,"DP",w000061,"<p:>",27.460,28.290,"<p:>","<p:>","<p:>","m000067","<p:>","<p:>","","<p:>","p000199","<p:>","",""
"jeha1242","doreco_jeha1242_Blan_route_retell_DP_25Feb12",core,"DP",w000062,"ʔajɔʔ",28.290,28.600,"0010_DoReCo_doreco_jeha1242_Blan_route_retell_DP_25Feb12","ʔajɔʔ yapɛ̃h rihat k=ton, pɛ̃h jhɨt tmakɔw","we rested for a little while there, we smoked","m000068","ʔajɔʔ","****","","X","p000200 p000201 p000202 p000203 p000204","? a J\ O ?","",""
"jeha1242","doreco_jeha1242_Blan_route_retell_DP_25Feb12",core,"DP",w000063,"yapɛ̃h",28.600,28.880,"0010_DoReCo_doreco_jeha1242_Blan_route_retell_DP_25Feb12","ʔajɔʔ yapɛ̃h rihat k=ton, pɛ̃h jhɨt tmakɔw","we rested for a little while there, we smoked","m000069","yapɛ̃h","****","","1P.EXCL","p000205 p000206 p000207 p000208 p000209","j a p E~ h","",""
