"lang","file","core_extended","speaker",wd_ID,wd,"start","end","ref","tx","ft","mb_ID","mb","doreco-mb-algn","ps","gl","ph_ID","ph"
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000001,"<p:>",0.000,0.460,"<p:>","<p:>","<p:>","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000002,"****",0.460,7.030,"0001_DoReCo_doreco_ngal1292_20100723_001_MT","****","Recorded by Maïa Ponsonnet, with video handled by Mathieu Rabusseau, on the morning of 23dr of July 2010, in Larrambi-no near Weemol, with Maggie Tukumba. Initial transcript (tx@) by Maïa Ponsonnet, April 2011.","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000003,"<p:>",7.030,26.590,"<p:>","<p:>","<p:>","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000004,"nunh",26.590,27.200,"0002_DoReCo_doreco_ngal1292_20100723_001_MT","nunh Larrembe-no","****","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000005,"Larrembe-no",27.200,27.810,"0002_DoReCo_doreco_ngal1292_20100723_001_MT","nunh Larrembe-no","****","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000006,"<p:>",27.810,56.440,"<p:>","<p:>","<p:>","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000007,"nunh",56.440,56.732,"0003_DoReCo_doreco_ngal1292_20100723_001_MT","nunh Komdjilin-no bo-no kardu","From Komdjilin-no water hole maybe?","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000008,"Komdjilin-no",56.732,57.024,"0003_DoReCo_doreco_ngal1292_20100723_001_MT","nunh Komdjilin-no bo-no kardu","From Komdjilin-no water hole maybe?","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000009,"bo-no",57.024,57.316,"0003_DoReCo_doreco_ngal1292_20100723_001_MT","nunh Komdjilin-no bo-no kardu","From Komdjilin-no water hole maybe?","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000010,"kardu",57.316,57.608,"0003_DoReCo_doreco_ngal1292_20100723_001_MT","nunh Komdjilin-no bo-no kardu","From Komdjilin-no water hole maybe?","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000011,"",57.608,57.900,"0003_DoReCo_doreco_ngal1292_20100723_001_MT","nunh Komdjilin-no bo-no kardu","From Komdjilin-no water hole maybe?","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000012,"<p:>",57.900,59.105,"<p:>","<p:>","<p:>","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000013,"laikijad",59.105,59.480,"0004_DoReCo_doreco_ngal1292_20100723_001_MT","laikijad","****","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000014,"<p:>",59.480,70.640,"<p:>","<p:>","<p:>","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000015,"yow",70.640,70.925,"0005_DoReCo_doreco_ngal1292_20100723_001_MT","yow","****","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000016,"",70.925,71.210,"0005_DoReCo_doreco_ngal1292_20100723_001_MT","yow","****","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000017,"<p:>",71.210,72.400,"<p:>","<p:>","<p:>","","","","","","","","",""
"ngal1292","doreco_ngal1292_20100723_001_MT",core,"MP",w000018,"marruh",72.400,72.678,"0006_DoReCo_doreco_ngal1292_20100723_001_MT","marruh mah kah-bon nunh wah kenbo","Where does this water go then?","","","","","","","","",""
