"lang","file","core_extended","speaker",wd_ID,wd,"start","end","ref","tx","ft","mb_ID","mb","ps","gl","ph_ID","ph"
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000001,"<p:>",0.000,1.880,"<p:>","<p:>","<p:>","","","","","p000001","<p:>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000002,"karntapawu",1.880,2.539,"0001_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im siting jarntu-kurl","a little girl was siting with a dog","","","","","p000002 p000003 p000004 p000005 p000006 p000007 p000008 p000009 p000010","k a n` t` a p a w u","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000003,"im",2.539,2.640,"0001_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im siting jarntu-kurl","a little girl was siting with a dog","","","","","p000011 p000012","i m","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000004,"<p:>",2.640,3.150,"0001_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im siting jarntu-kurl","a little girl was siting with a dog","","","","","p000013","<p:>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000005,"siting",3.150,3.579,"0001_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im siting jarntu-kurl","a little girl was siting with a dog","","","","","p000014 p000015 p000016 p000017 p000018","s i t i N","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000006,"jarntukurl",3.579,4.251,"0001_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im siting jarntu-kurl","a little girl was siting with a dog","","","","","p000019 p000020 p000021 p000022 p000023 p000024 p000025 p000026","c a n` t` u k u l`","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000007,"<p:>",4.251,7.574,"<p:>","<p:>","<p:>","","","","","p000027","<p:>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000008,"swingwana",7.574,8.228,"0002_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","swing-wana","by the swing","","","","","p000028 p000029 p000030 p000031 p000032 p000033 p000034 p000035","s w i N w a n a","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000009,"<p:>",8.228,19.259,"<p:>","<p:>","<p:>","","","","","p000036","<p:>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000010,"karntapawu",19.259,19.788,"0003_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im getap getim jarntu kuuku-kujaku","the little girl got up, and got the dog for fear of the monster","","","","","p000037 p000038 p000039 p000040 p000041 p000042 p000043 p000044 p000045","k a n` t` a p a w u","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000011,"im",19.788,19.897,"0003_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im getap getim jarntu kuuku-kujaku","the little girl got up, and got the dog for fear of the monster","","","","","p000046 p000047","i m","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000012,"getap",19.897,20.382,"0003_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im getap getim jarntu kuuku-kujaku","the little girl got up, and got the dog for fear of the monster","","","","","p000048 p000049 p000050 p000051 p000052","g e t a p","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000013,"<p:>",20.382,21.419,"0003_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im getap getim jarntu kuuku-kujaku","the little girl got up, and got the dog for fear of the monster","","","","","p000053","<p:>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000014,"getim",21.419,21.808,"0003_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im getap getim jarntu kuuku-kujaku","the little girl got up, and got the dog for fear of the monster","","","","","p000054 p000055 p000056 p000057 p000058","g e t i m","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000015,"<p:>",21.808,22.098,"0003_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im getap getim jarntu kuuku-kujaku","the little girl got up, and got the dog for fear of the monster","","","","","p000059","<p:>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000016,"jarntu",22.098,22.598,"0003_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im getap getim jarntu kuuku-kujaku","the little girl got up, and got the dog for fear of the monster","","","","","p000060 p000061 p000062 p000063 p000064","c a n` t` u","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000017,"<p:>",22.598,23.523,"0003_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im getap getim jarntu kuuku-kujaku","the little girl got up, and got the dog for fear of the monster","","","","","p000065","<p:>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000018,"kuukukujaku",23.523,24.424,"0003_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pawu im getap getim jarntu kuuku-kujaku","the little girl got up, and got the dog for fear of the monster","","","","","p000066 p000067 p000068 p000069 p000070 p000071 p000072 p000073 p000074 p000075","k u: k u k u c a k u","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000019,"<p:>",24.424,27.704,"<p:>","<p:>","<p:>","","","","","p000076","<p:>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000020,"<<fs>>",27.704,28.034,"0004_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","****","****","","","","","p000077","<<fs>>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000021,"karntapardu",28.034,28.644,"0005_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pardu im getim kuuku","the little girl got the monster","","","","","p000078 p000079 p000080 p000081 p000082 p000083 p000084 p000085 p000086","k a n` t` a p a r` u","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000022,"im",28.644,28.833,"0005_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pardu im getim kuuku","the little girl got the monster","","","","","p000087 p000088","i m","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000023,"<p:>",28.833,29.620,"0005_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pardu im getim kuuku","the little girl got the monster","","","","","p000089","<p:>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000024,"getim",29.620,29.994,"0005_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pardu im getim kuuku","the little girl got the monster","","","","","p000090 p000091 p000092 p000093 p000094","g e t i m","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000025,"kuuku",29.994,30.626,"0005_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","karnta-pardu im getim kuuku","the little girl got the monster","","","","","p000095 p000096 p000097 p000098","k u: k u","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000026,"<p:>",30.626,31.071,"<p:>","<p:>","<p:>","","","","","p000099","<p:>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000027,"na",31.071,31.333,"0006_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","na jarntu kuuku-kujaku","no the dog, for fear of the monster","","","","","p000100 p000101","n a","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000028,"<<fs>>",31.333,31.810,"0006_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","na jarntu kuuku-kujaku","no the dog, for fear of the monster","","","","","p000102","<<fs>>","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000029,"jarntu",31.810,32.290,"0006_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","na jarntu kuuku-kujaku","no the dog, for fear of the monster","","","","","p000103 p000104 p000105 p000106 p000107","c a n` t` u","",""
"ligh1234","doreco_ligh1234_2004ERGstoryLA21_1",core,"A21",w000030,"<p:>",32.290,32.757,"0006_DoReCo_doreco_ligh1234_2004ERGstoryLA21_1","na jarntu kuuku-kujaku","no the dog, for fear of the monster","","","","","p000108","<p:>","",""
