p;p
t;t
rt;t`
j;c
k;k
m;m
n;n
rn;n`
ny;J
ng;N
l;l
rl;l`
ly;L
rr;4
rd;r`
w;w
r;r\`
y;j
rlt;l` t`
rnt;n` t`
lj;L c
nj;J c
a;a
i;i
u;u
aa;a:
ii;i:
uu;u:

%%% Sounds from English %%%
ai;aI
au;aU
b;b
c;k
ch;tS
d;d
e;e
ei;EI
f;f
g;g
h;h
o;o
oi;OI
ou;OU
q;k
qu;k w
s;s
sh;S
th;T
v;v
x;k s
z;z
