p;p
t;t
k;k
ʔ;?
pʔ;p_>
tʔ;p_>
kʔ;k_>
b;b_<
m;m
n;n
ts;ts
ch;tS
tsʔ;ts_>
chʔ;tS_>
s;s
x;S
j;h
w;w
l;l
y;j
a;a
aa;a:
áa;a:
aʔa;a:
e;E
ee;E:
ée;E:
eʔe;E:
i;i
ii;i:
íi;i:
iʔi;i:
o;O
oo;O:
óo;O:
oʔo;O:
u;u
uu;u:
úu;u:
uʔu;u:

%%% Nasal place assimilation %%%
nk;N k
nkʔ;N k_>
nj;N h
nʔ;N ?

%%% Sounds from Spanish %%%
d;d
g;g
h;#
f;f
ñ;J
qu;k
r;4
rr;r
v;b
z;z
á;a
é;e
í;i
ó;o
ú;u
